Package Name,Price,Duration,Discount,City,Tags
Leisurely Mount Abu Sightseeing Tour Packages,11999,4Days &3Nights,9% Off,Jabalpur (1D),"Jagdish Temple, Religious, Sahelion ki Bari, Adventure, Nakki Lake, Nature, Hill station, landscape, Lakes, Budget"
Karnataka Tour Package For 2 Nights And 3 Days,14091,3Days &2Nights,6% Off,Kanha National Park (1D),"Raja’s Seat, Nature, Waterfalls, Adventure, Cultural, landscape, Budget"
Fabulous Kodaikanal Family Package,15250,3Days &2Nights,9% Off,Pachmarhi (4D),"Sightseeing, Nature, Hill station, Waterfalls, shopping, Lakes, Family, Budget"
Go Manali: A Lovely Vacation,20000,4Days &3Nights,7% Off,New Delhi (2D),"Solang Valley, Adventure, Nature walks, Hill station, Adventure Activites, Sightseeing, landscape, Mountains, Budget"
Memorable Andaman Tour,26760,5Days &4Nights,9% Off,Kaziranga (2D),"Port Blair, Cellular Jail, Light and Sound Show, Hill station, Historical, Adventure, Nature, Water Activities, Budget"
Spellbinding Kerala Family Tour Package,14880,6Days &5Nights,11% Off,Shillong (2D),"Romantic, Nature, Houseboat Stay, Hill station, Adventure, Beach Walk, Family, Wildlife safari, Waterfall, Budget"
Meghalaya Tour Package For 4 Nights 5 Days,24500,5Days &4Nights,7% Off,Guwahati (2D),"Waterfalls, Adventure, Scenic views, Nature, Hill Station, landscape, Budget"
Blissful Andaman Travel Package,18688,4Days &3Nights,9% Off,Chennai (1D),"Cruise, Historical, Caves, Nature, Light & Sound Show, Water Activities, Cruises, Sightseeing, Mud Volcanoes, Cellular Jail, Budget"
Binsar Tour Package For 1 Night 2 Days,5250,2Days &1Nights,6% Off,Binsar (1D),"City Tour, Nature, Adventure, Hill station, Wildlife, Budget"
Himachal Trip Package,16000,6Days &5Nights,3% Off,Kathgodam (1D),"Adventure, Hill station, Nature"
Manali Tour Package By Volvo Bus,15000,4Days &3Nights,8% Off,Shimla (2D),"Adventure, Hill station, Nature, Budget"
Fabulous Himachal Sightseeing Tour Packages,50399,10Days &9Nights,9% Off,Manali (4D),"Hill station, Adventure, Nature, Religious, Snowy Hills, Mountains, cuisine, Budget"
Heavenly Rishikesh Honeymoon Package,13125,3Days &2Nights,9% Off,Manali (4D),"Laxman Jhula, Gun Hill, Kempty Fall, Hill station, Religious, Water Activities, Adventure, Romantic, Budget"
Explore Best Of Both The Worlds,31249,8Days &7Nights,6% Off,Shimla (2D),"Himalayan National Park, Nature, Kali Bari Temple, Adventure, Green Valley, Historical, Hill station, Budget"
Perfect Honeymoon Getaway To Coorg,18299,5Days &4Nights,9% Off,Manali (3D),"Arrival, Nature, Shopping, Adventure, Sightseeing, Hill station, Leisure Time, Water Activities, FOREST, Romantic, Budget"
Remarkable Rajasthan Family Tour Package,4500,3Days &2Nights,9% Off,Dharamshala (1D),"Sightseeing, Historical, Wildlife safari, Forts, Nature, Temple, Desert Safari, Cultural, cuisine, Budget"
Himachal Family Tour Package: Manali & Rohtang Pass,16623,5Days &4Nights,10% Off,Dalhousie (2D),"Sightseeing, Nature, Road Trip, Hill station, Scenic views, Adventure Activities, Religious, Trekking, Family, Budget"
An Uber Romantic Mount Abu Honeymoon,26000,6Days &5Nights,9% Off,Amritsar (2D),"Jagdish Temple, Hill station, Lake Pichola, Best sellers, Fateh Sagar Lake, Adventure, Kumbhalgarh Fort, Nature, Lakes, Religious, Sightseeing"
Manali Honeymoon Package For 3 Nights 4 Days,22000,5Days &4Nights,7% Off,Rishikesh (1D),"Rohtang Pass, Hill station, Hadimba Devi Temple, Adventure, Hot Water Springs, Romantic, landscape, Budget"
Get Exploring at Kovalam and Kanyakumari,13330,4Days &3Nights,9% Off,Mussoorie (2D),"Local sightseeing, Adventure, Beaches, Nature, Sunset Point, Beach, Water Sports, Water Activities, Budget"
Manali Honeymoon Package By Volvo Bus,14000,5Days &4Nights,8% Off,New Delhi (2D),"Adventure, Nature, Hill station, Budget"
Alluring Kumarakom Alleppey Tour Package,9700,3Days &2Nights,11% Off,Shimla (2D),"Romantic, Adventure, Nature, Sightseeing, Unlimited fun, City Tour, Houseboat, Budget"
Exotic Athirapally Honeymoon Tour,11624,4Days &3Nights,11% Off,Manali (4D),"Sightseeing, Nature, Waterfalls, Tea Museum, Waterfall, Boating, Romantic, Beach, Budget"
Dwarka Tour Package.,15599,3Days &2Nights,9% Off,Coorg (3D),"Sightseeing, Religious, Religious Tour, Historical, Cultural, Budget"
Spectacular Goa Family Tour Package,13799,4Days &3Nights,9% Off,Ooty (2D),"North Goa Beaches, Water Activities, South Goa Sightseeing, Best sellers, Water Sports, Adventure, Nature, Family, Beach"
Magnificent Himachal Tour Package,34500,10Days &9Nights,9% Off,Ranthambore (3D),"Sightseeing, Temple, Hill station, Churches, Religious, Adventure, Historical, Budget"
Fun Filled Leh Ladakh Family Tour Package,26999,6Days &5Nights,21% Off,Manali (5D),"Family Tour, Road Trip, Adventure, Nature, Hill station, Mountains, Snowy Hills, Budget"
Blissful Himachal Honeymoon Package,34125,10Days &9Nights,9% Off,Udaipur (2D),"Adventure Activities, Monasteries, Local market, Solang Valley, Adventure, Nature, Hill station, Romantic, Budget"
